timestamp,conn_id,data_size,offset,throughput
2026-09-02T21:59:56.7213168Z,conn1,34000,646000,1.20
2026-09-02T21:59:56.7249939Z,conn2,34000,2380000,3.53
2026-09-02T21:59:56.7350933Z,conn2,34000,2448000,3.21
2026-09-02T21:59:56.743648Z,conn2,34000,2516000,3.79
2026-09-02T21:59:56.7555076Z,conn2,34000,2584000,2.73
2026-09-02T21:59:56.7649544Z,conn1,34000,714000,0.74
2026-09-02T21:59:56.7667408Z,conn2,34000,2652000,2.89
2026-09-02T21:59:56.7744252Z,conn2,34000,2720000,4.22
2026-09-02T21:59:56.7846545Z,conn2,34000,2788000,3.17
2026-09-02T21:59:56.8007687Z,conn2,34000,2856000,2.01
2026-09-02T21:59:56.8042822Z,conn1,34000,782000,0.82
2026-09-02T21:59:56.8094219Z,conn2,34000,2924000,3.75
2026-09-02T21:59:56.8165249Z,conn2,34000,2992000,4.56
2026-09-02T21:59:56.8306793Z,conn2,34000,3060000,2.29
2026-09-02T21:59:56.8352102Z,conn1,34000,850000,1.05
2026-09-02T21:59:56.8395354Z,conn2,34000,3128000,3.66
2026-09-02T21:59:56.846837Z,conn2,34000,3196000,4.44
2026-09-02T21:59:56.858336Z,conn2,34000,3264000,2.82
2026-09-02T21:59:56.868506Z,conn2,34000,3332000,3.19
2026-09-02T21:59:56.8747538Z,conn1,34000,918000,0.82
2026-09-02T21:59:56.876923Z,conn2,34000,3400000,3.85
2026-09-02T21:59:56.8854919Z,conn2,34000,3468000,3.78
2026-09-02T21:59:56.8962012Z,conn2,34000,3536000,3.03
2026-09-02T21:59:56.906837Z,conn1,34000,986000,1.01
2026-09-02T21:59:56.9073793Z,conn2,34000,3604000,2.90
2026-09-02T21:59:56.9168468Z,conn2,34000,3672000,3.42
2026-09-02T21:59:56.9250064Z,conn2,34000,3740000,4.26
2026-09-02T21:59:56.9373316Z,conn2,34000,3808000,2.63
2026-09-02T21:59:56.9467741Z,conn2,34000,3876000,3.43
2026-09-02T21:59:56.9474282Z,conn1,34000,1054000,0.80
2026-09-02T21:59:56.9552101Z,conn2,34000,3944000,3.84
2026-09-02T21:59:56.9642926Z,conn2,34000,4012000,3.57
2026-09-02T21:59:56.9723236Z,conn2,34000,4080000,4.04
2026-09-02T21:59:56.9776937Z,conn1,34000,1122000,1.07
2026-09-02T21:59:56.9840977Z,conn2,34000,4148000,2.75
2026-09-02T21:59:56.9933943Z,conn2,34000,4216000,3.49
2026-09-02T21:59:57.001675Z,conn2,34000,4284000,3.92
2026-09-02T21:59:57.0124686Z,conn2,34000,4352000,3.00
2026-09-02T21:59:57.0184241Z,conn1,34000,1190000,0.80
2026-09-02T21:59:57.0226873Z,conn2,34000,4420000,3.17
2026-09-02T21:59:57.029175Z,conn2,34000,4488000,5.00
2026-09-02T21:59:57.0386971Z,conn2,34000,4556000,3.41
2026-09-02T21:59:57.0445258Z,conn1,34000,1258000,1.24
2026-09-02T21:59:57.0483729Z,conn2,34000,4624000,3.35
2026-09-02T21:59:57.0590695Z,conn2,34000,4692000,3.03
2026-09-02T21:59:57.0673585Z,conn2,34000,4760000,3.91
2026-09-02T21:59:57.073922Z,conn2,34000,4828000,4.94
2026-09-02T21:59:57.0813153Z,conn1,34000,1326000,0.89
2026-09-02T21:59:57.0845654Z,conn2,34000,4896000,3.05
2026-09-02T21:59:57.0935889Z,conn2,34000,4964000,3.59
2026-09-02T21:59:57.101457Z,conn2,34000,5032000,4.12
2026-09-02T21:59:57.1081827Z,conn2,34000,5100000,4.82
2026-09-02T21:59:57.1108611Z,conn1,34000,1394000,1.10
2026-09-02T21:59:57.1200327Z,conn2,34000,5168000,2.74
